type,ndcnum,Strength_Per_Unit,MME_Conversion_Factor
Tapentadol,69865023002,100,0.4
Tapentadol,69865021002,50,0.4
Tapentadol,69865022002,75,0.4
Tramadol,00062065330,100,0.1
Tramadol,00062065530,200,0.1
Tramadol,00062065730,300,0.1
Tramadol,00378415293,100,0.1
Tramadol,00378415393,200,0.1
Tramadol,00378415493,300,0.1
Tramadol,10147090103,100,0.1
Tramadol,10147090203,200,0.1
Tramadol,10147090303,300,0.1
Tramadol,10370022111,100,0.1
Tramadol,10370022211,200,0.1
Tramadol,10370022311,300,0.1
Tramadol,13811068930,100,0.1
Tramadol,13811069030,200,0.1
Tramadol,13811069130,300,0.1
Tramadol,18837016930,100,0.1
Tramadol,18837025930,300,0.1
Tramadol,21695029230,100,0.1
Tramadol,21695056330,200,0.1
Tramadol,21695091330,300,0.1
Tramadol,35356005530,100,0.1
Tramadol,35356005630,300,0.1
Tramadol,42858090103,100,0.1
Tramadol,42858090203,200,0.1
Tramadol,42858090303,300,0.1
Tramadol,43063024130,200,0.1
Tramadol,47335053183,100,0.1
Tramadol,47335053188,100,0.1
Tramadol,47335053383,200,0.1
Tramadol,47335053388,200,0.1
Tramadol,47335053783,300,0.1
Tramadol,47335053788,300,0.1
Tramadol,47335085983,100,0.1
Tramadol,47335086083,200,0.1
Tramadol,47335086183,300,0.1
Tramadol,49884082111,100,0.1
Tramadol,49884082211,200,0.1
Tramadol,49884082311,300,0.1
Tramadol,49999089610,200,0.1
Tramadol,49999089630,200,0.1
Tramadol,50458065330,100,0.1
Tramadol,50458065530,200,0.1
Tramadol,50458065730,300,0.1
Tramadol,54569632800,200,0.1
Tramadol,54868558400,100,0.1
Tramadol,54868579000,200,0.1
Tramadol,54868579100,300,0.1
Tramadol,58016002800,100,0.1
Tramadol,58016002830,100,0.1
Tramadol,58016002860,100,0.1
Tramadol,58016002890,100,0.1
Tramadol,59011033430,100,0.1
Tramadol,59011033530,200,0.1
Tramadol,59011033630,300,0.1
Tramadol,60760065530,200,0.1
Tramadol,68025005330,100,0.1
Tramadol,68025005530,200,0.1
Tramadol,68025005630,300,0.1
Tramadol,68025007130,100,0.1
Tramadol,68025007230,200,0.1
Tramadol,68025007330,300,0.1
Tramadol,68084096321,100,0.1
Tramadol,68180038306,100,0.1
Tramadol,68180038406,200,0.1
Tramadol,68180038506,300,0.1
Tramadol,68180069706,100,0.1
Tramadol,68180069806,200,0.1
Tramadol,68180069906,300,0.1
Tramadol,69467100101,150,0.1
Tramadol,60429058330,100,0.1
Tramadol,60429058430,200,0.1
Tramadol,60429058530,300,0.1
Tramadol,43063059901,37.5,0.1
Tramadol,65862092201,37.5,0.1
Tramadol,65862092205,37.5,0.1
Tramadol,00045065010,37.5,0.1
Tramadol,00045065060,37.5,0.1
Tramadol,00172635910,37.5,0.1
Tramadol,00172635960,37.5,0.1
Tramadol,00172635970,37.5,0.1
Tramadol,00378808801,37.5,0.1
Tramadol,00378808805,37.5,0.1
Tramadol,12280025800,37.5,0.1
Tramadol,12280025830,37.5,0.1
Tramadol,16590063471,37.5,0.1
Tramadol,21695014372,37.5,0.1
Tramadol,21695023620,37.5,0.1
Tramadol,23490758601,37.5,0.1
Tramadol,23490758602,37.5,0.1
Tramadol,23490758603,37.5,0.1
Tramadol,23490758604,37.5,0.1
Tramadol,23490758605,37.5,0.1
Tramadol,23490758606,37.5,0.1
Tramadol,33358034330,37.5,0.1
Tramadol,42291083290,37.5,0.1
Tramadol,42571011901,37.5,0.1
Tramadol,42571011905,37.5,0.1
Tramadol,43063059915,37.5,0.1
Tramadol,43063059920,37.5,0.1
Tramadol,43063059930,37.5,0.1
Tramadol,43063059960,37.5,0.1
Tramadol,49884094601,37.5,0.1
Tramadol,49884094605,37.5,0.1
Tramadol,49999011830,37.5,0.1
Tramadol,49999069300,37.5,0.1
Tramadol,49999069330,37.5,0.1
Tramadol,49999069360,37.5,0.1
Tramadol,50268077315,37.5,0.1
Tramadol,50268077415,37.5,0.1
Tramadol,50458065010,37.5,0.1
Tramadol,50458065060,37.5,0.1
Tramadol,52959066600,37.5,0.1
Tramadol,52959066602,37.5,0.1
Tramadol,52959066620,37.5,0.1
Tramadol,52959066628,37.5,0.1
Tramadol,52959066630,37.5,0.1
Tramadol,52959066640,37.5,0.1
Tramadol,52959066656,37.5,0.1
Tramadol,52959066660,37.5,0.1
Tramadol,52959066690,37.5,0.1
Tramadol,52959081400,37.5,0.1
Tramadol,52959081410,37.5,0.1
Tramadol,52959081412,37.5,0.1
Tramadol,52959081415,37.5,0.1
Tramadol,52959081418,37.5,0.1
Tramadol,52959081420,37.5,0.1
Tramadol,52959081430,37.5,0.1
Tramadol,52959081440,37.5,0.1
Tramadol,52959081460,37.5,0.1
Tramadol,52959081490,37.5,0.1
Tramadol,53746061701,37.5,0.1
Tramadol,53746061705,37.5,0.1
Tramadol,53746061710,37.5,0.1
Tramadol,54569530800,37.5,0.1
Tramadol,54569530801,37.5,0.1
Tramadol,54569568000,37.5,0.1
Tramadol,54569568001,37.5,0.1
Tramadol,54569568002,37.5,0.1
Tramadol,54569568003,37.5,0.1
Tramadol,54868529100,37.5,0.1
Tramadol,55045335008,37.5,0.1
Tramadol,55289061720,37.5,0.1
Tramadol,55289089515,37.5,0.1
Tramadol,55289089520,37.5,0.1
Tramadol,55289089530,37.5,0.1
Tramadol,55289089560,37.5,0.1
Tramadol,55887021120,37.5,0.1
Tramadol,55887021130,37.5,0.1
Tramadol,55887021140,37.5,0.1
Tramadol,55887021150,37.5,0.1
Tramadol,55887021160,37.5,0.1
Tramadol,55887021190,37.5,0.1
Tramadol,57664053713,37.5,0.1
Tramadol,57664053718,37.5,0.1
Tramadol,57664053788,37.5,0.1
Tramadol,58016061700,37.5,0.1
Tramadol,58016061702,37.5,0.1
Tramadol,58016061704,37.5,0.1
Tramadol,58016061730,37.5,0.1
Tramadol,58016061760,37.5,0.1
Tramadol,58016061773,37.5,0.1
Tramadol,58016061790,37.5,0.1
Tramadol,58016061798,37.5,0.1
Tramadol,58016061799,37.5,0.1
Tramadol,58016062900,37.5,0.1
Tramadol,58016062930,37.5,0.1
Tramadol,58016062960,37.5,0.1
Tramadol,58016062990,37.5,0.1
Tramadol,60429050001,37.5,0.1
Tramadol,60429050005,37.5,0.1
Tramadol,60505264401,37.5,0.1
Tramadol,60505264405,37.5,0.1
Tramadol,60760005320,37.5,0.1
Tramadol,63874116300,37.5,0.1
Tramadol,63874116301,37.5,0.1
Tramadol,63874116302,37.5,0.1
Tramadol,63874116303,37.5,0.1
Tramadol,63874116304,37.5,0.1
Tramadol,63874116306,37.5,0.1
Tramadol,63874116308,37.5,0.1
Tramadol,63874116309,37.5,0.1
Tramadol,65162061710,37.5,0.1
Tramadol,65162061711,37.5,0.1
Tramadol,65162061750,37.5,0.1
Tramadol,66267046820,37.5,0.1
Tramadol,66267046840,37.5,0.1
Tramadol,66267046860,37.5,0.1
Tramadol,67877032201,37.5,0.1
Tramadol,67877032205,37.5,0.1
Tramadol,68071028730,37.5,0.1
Tramadol,68084013901,37.5,0.1
Tramadol,68084049601,37.5,0.1
Tramadol,68084082501,37.5,0.1
Tramadol,68115034315,37.5,0.1
Tramadol,68115034360,37.5,0.1
Tramadol,68115087900,37.5,0.1
Tramadol,68382033401,37.5,0.1
Tramadol,68382033405,37.5,0.1
Tramadol,00045065910,50,0.1
Tramadol,00045065960,50,0.1
Tramadol,00045065970,50,0.1
Tramadol,00093005801,50,0.1
Tramadol,00093005805,50,0.1
Tramadol,00172651510,50,0.1
Tramadol,00172651560,50,0.1
Tramadol,00172651570,50,0.1
Tramadol,00185031101,50,0.1
Tramadol,00185031110,50,0.1
Tramadol,00228271411,50,0.1
Tramadol,00228271450,50,0.1
Tramadol,00378415101,50,0.1
Tramadol,00378415105,50,0.1
Tramadol,00406717101,50,0.1
Tramadol,00406717105,50,0.1
Tramadol,00406717110,50,0.1
Tramadol,00406717133,50,0.1
Tramadol,00406717162,50,0.1
Tramadol,00591046601,50,0.1
Tramadol,00591046605,50,0.1
Tramadol,00591046610,50,0.1
Tramadol,00904555640,50,0.1
Tramadol,00904555660,50,0.1
Tramadol,00904555661,50,0.1
Tramadol,00904611961,50,0.1
Tramadol,00904636561,50,0.1
Tramadol,10135051901,50,0.1
Tramadol,10135051905,50,0.1
Tramadol,10135051910,50,0.1
Tramadol,12280005200,50,0.1
Tramadol,16590022920,50,0.1
Tramadol,16714011104,50,0.1
Tramadol,16714011105,50,0.1
Tramadol,16714011106,50,0.1
Tramadol,16714011110,50,0.1
Tramadol,16714011111,50,0.1
Tramadol,16714011112,50,0.1
Tramadol,16714048101,50,0.1
Tramadol,16714048102,50,0.1
Tramadol,16714048103,50,0.1
Tramadol,17236036301,50,0.1
Tramadol,17236036305,50,0.1
Tramadol,21695013208,50,0.1
Tramadol,21695013245,50,0.1
Tramadol,23490683200,50,0.1
Tramadol,23490683201,50,0.1
Tramadol,23490683202,50,0.1
Tramadol,23490683204,50,0.1
Tramadol,23490683205,50,0.1
Tramadol,23490683206,50,0.1
Tramadol,23490683207,50,0.1
Tramadol,23490683208,50,0.1
Tramadol,23490683209,50,0.1
Tramadol,23490784600,50,0.1
Tramadol,23490784601,50,0.1
Tramadol,23490784602,50,0.1
Tramadol,23490784603,50,0.1
Tramadol,33342020111,50,0.1
Tramadol,33342020115,50,0.1
Tramadol,33342020144,50,0.1
Tramadol,33358034201,50,0.1
Tramadol,43063005506,50,0.1
Tramadol,49884074201,50,0.1
Tramadol,49884074205,50,0.1
Tramadol,49999002215,50,0.1
Tramadol,49999002220,50,0.1
Tramadol,49999002221,50,0.1
Tramadol,49999002225,50,0.1
Tramadol,49999002230,50,0.1
Tramadol,49999002256,50,0.1
Tramadol,49999012900,50,0.1
Tramadol,49999012901,50,0.1
Tramadol,49999012915,50,0.1
Tramadol,49999012918,50,0.1
Tramadol,49999012920,50,0.1
Tramadol,49999012924,50,0.1
Tramadol,49999012930,50,0.1
Tramadol,49999012960,50,0.1
Tramadol,49999012990,50,0.1
Tramadol,50111061601,50,0.1
Tramadol,50111061602,50,0.1
Tramadol,50111061603,50,0.1
Tramadol,50458065960,50,0.1
Tramadol,51079099120,50,0.1
Tramadol,51079099156,50,0.1
Tramadol,51079099157,50,0.1
Tramadol,52959041400,50,0.1
Tramadol,52959041402,50,0.1
Tramadol,52959041410,50,0.1
Tramadol,52959041415,50,0.1
Tramadol,52959041420,50,0.1
Tramadol,52959041421,50,0.1
Tramadol,52959041424,50,0.1
Tramadol,52959041428,50,0.1
Tramadol,52959041430,50,0.1
Tramadol,52959041440,50,0.1
Tramadol,52959041460,50,0.1
Tramadol,52959068800,50,0.1
Tramadol,52959068802,50,0.1
Tramadol,52959068803,50,0.1
Tramadol,52959068805,50,0.1
Tramadol,52959068810,50,0.1
Tramadol,52959068812,50,0.1
Tramadol,52959068815,50,0.1
Tramadol,52959068818,50,0.1
Tramadol,52959068820,50,0.1
Tramadol,52959068821,50,0.1
Tramadol,52959068824,50,0.1
Tramadol,52959068825,50,0.1
Tramadol,52959068828,50,0.1
Tramadol,52959068830,50,0.1
Tramadol,52959068835,50,0.1
Tramadol,52959068840,50,0.1
Tramadol,52959068850,50,0.1
Tramadol,52959068856,50,0.1
Tramadol,52959068860,50,0.1
Tramadol,52959068884,50,0.1
Tramadol,52959068890,50,0.1
Tramadol,53489049901,50,0.1
Tramadol,53489049905,50,0.1
Tramadol,53489049910,50,0.1
Tramadol,54569408900,50,0.1
Tramadol,54569408901,50,0.1
Tramadol,54569408902,50,0.1
Tramadol,54569408903,50,0.1
Tramadol,54569408904,50,0.1
Tramadol,54569408905,50,0.1
Tramadol,54569408906,50,0.1
Tramadol,54569408907,50,0.1
Tramadol,54569408908,50,0.1
Tramadol,54569518600,50,0.1
Tramadol,54569543600,50,0.1
Tramadol,54569543601,50,0.1
Tramadol,54569543602,50,0.1
Tramadol,54569543603,50,0.1
Tramadol,54569543604,50,0.1
Tramadol,54569543605,50,0.1
Tramadol,54569543607,50,0.1
Tramadol,54569543609,50,0.1
Tramadol,54569596700,50,0.1
Tramadol,54569596701,50,0.1
Tramadol,54569596702,50,0.1
Tramadol,54569596703,50,0.1
Tramadol,54569596704,50,0.1
Tramadol,54868360500,50,0.1
Tramadol,54868360502,50,0.1
Tramadol,54868360503,50,0.1
Tramadol,54868360504,50,0.1
Tramadol,54868360505,50,0.1
Tramadol,54868463800,50,0.1
Tramadol,55045292800,50,0.1
Tramadol,55045292801,50,0.1
Tramadol,55045292802,50,0.1
Tramadol,55045292803,50,0.1
Tramadol,55045292804,50,0.1
Tramadol,55045292805,50,0.1
Tramadol,55045292806,50,0.1
Tramadol,55045292807,50,0.1
Tramadol,55045292808,50,0.1
Tramadol,55045292809,50,0.1
Tramadol,55045326201,50,0.1
Tramadol,55045326202,50,0.1
Tramadol,55045326203,50,0.1
Tramadol,55045326204,50,0.1
Tramadol,55045326205,50,0.1
Tramadol,55045326206,50,0.1
Tramadol,55045326207,50,0.1
Tramadol,55289065015,50,0.1
Tramadol,55289065020,50,0.1
Tramadol,55289065024,50,0.1
Tramadol,55289065030,50,0.1
Tramadol,55289071912,50,0.1
Tramadol,55289071915,50,0.1
Tramadol,55289071920,50,0.1
Tramadol,55289071930,50,0.1
Tramadol,55289071940,50,0.1
Tramadol,55289071950,50,0.1
Tramadol,55289071960,50,0.1
Tramadol,55289071990,50,0.1
Tramadol,55289071994,50,0.1
Tramadol,55289071998,50,0.1
Tramadol,55887065801,50,0.1
Tramadol,55887065803,50,0.1
Tramadol,55887065820,50,0.1
Tramadol,55887065830,50,0.1
Tramadol,55887065840,50,0.1
Tramadol,55887065845,50,0.1
Tramadol,55887065860,50,0.1
Tramadol,55887065882,50,0.1
Tramadol,55887065890,50,0.1
Tramadol,55887089714,50,0.1
Tramadol,55887089720,50,0.1
Tramadol,55887089730,50,0.1
Tramadol,57664037708,50,0.1
Tramadol,57664037713,50,0.1
Tramadol,57664037718,50,0.1
Tramadol,57866458004,50,0.1
Tramadol,58016038700,50,0.1
Tramadol,58016038707,50,0.1
Tramadol,58016038710,50,0.1
Tramadol,58016038715,50,0.1
Tramadol,58016038720,50,0.1
Tramadol,58016038721,50,0.1
Tramadol,58016038725,50,0.1
Tramadol,58016038728,50,0.1
Tramadol,58016038730,50,0.1
Tramadol,58016038740,50,0.1
Tramadol,58016038742,50,0.1
Tramadol,58016038750,50,0.1
Tramadol,58016038760,50,0.1
Tramadol,58016038790,50,0.1
Tramadol,58016070800,50,0.1
Tramadol,58016070802,50,0.1
Tramadol,58016070803,50,0.1
Tramadol,58016070804,50,0.1
Tramadol,58016070807,50,0.1
Tramadol,58016070810,50,0.1
Tramadol,58016070812,50,0.1
Tramadol,58016070815,50,0.1
Tramadol,58016070820,50,0.1
Tramadol,58016070821,50,0.1
Tramadol,58016070825,50,0.1
Tramadol,58016070828,50,0.1
Tramadol,58016070830,50,0.1
Tramadol,58016070840,50,0.1
Tramadol,58016070842,50,0.1
Tramadol,58016070850,50,0.1
Tramadol,58016070856,50,0.1
Tramadol,58016070860,50,0.1
Tramadol,58016070873,50,0.1
Tramadol,58016070881,50,0.1
Tramadol,58016070884,50,0.1
Tramadol,58016070889,50,0.1
Tramadol,58016070890,50,0.1
Tramadol,58016070892,50,0.1
Tramadol,58016070899,50,0.1
Tramadol,58864067820,50,0.1
Tramadol,59630082503,50,0.1
Tramadol,60505017101,50,0.1
Tramadol,60505017102,50,0.1
Tramadol,60505017105,50,0.1
Tramadol,60505017108,50,0.1
Tramadol,60760037709,50,0.1
Tramadol,60760037720,50,0.1
Tramadol,60760037730,50,0.1
Tramadol,60760037760,50,0.1
Tramadol,60760037798,50,0.1
Tramadol,60760065920,50,0.1
Tramadol,60760065930,50,0.1
Tramadol,60760065960,50,0.1
Tramadol,62584055901,50,0.1
Tramadol,63629286800,50,0.1
Tramadol,63739067110,50,0.1
Tramadol,63874053200,50,0.1
Tramadol,63874053201,50,0.1
Tramadol,63874053207,50,0.1
Tramadol,63874053210,50,0.1
Tramadol,63874053215,50,0.1
Tramadol,63874053223,50,0.1
Tramadol,63874053225,50,0.1
Tramadol,63874053228,50,0.1
Tramadol,63874053233,50,0.1
Tramadol,63874053235,50,0.1
Tramadol,63874053240,50,0.1
Tramadol,63874053253,50,0.1
Tramadol,63874053263,50,0.1
Tramadol,63874053284,50,0.1
Tramadol,63874053293,50,0.1
Tramadol,63874532302,50,0.1
Tramadol,63874532303,50,0.1
Tramadol,63874532304,50,0.1
Tramadol,63874532305,50,0.1
Tramadol,63874532306,50,0.1
Tramadol,65162012710,50,0.1
Tramadol,65162012711,50,0.1
Tramadol,65162012750,50,0.1
Tramadol,65162062710,50,0.1
Tramadol,65162062711,50,0.1
Tramadol,65162062750,50,0.1
Tramadol,66267021012,50,0.1
Tramadol,66267021020,50,0.1
Tramadol,66267021025,50,0.1
Tramadol,66267021030,50,0.1
Tramadol,66267021040,50,0.1
Tramadol,66267021056,50,0.1
Tramadol,66267056315,50,0.1
Tramadol,66267056320,50,0.1
Tramadol,66267056330,50,0.1
Tramadol,66267056340,50,0.1
Tramadol,66267056360,50,0.1
Tramadol,66267056390,50,0.1
Tramadol,66267056391,50,0.1
Tramadol,66267101800,50,0.1
Tramadol,66336091530,50,0.1
Tramadol,68084080801,50,0.1
Tramadol,68115033006,50,0.1
Tramadol,68115033012,50,0.1
Tramadol,68115033014,50,0.1
Tramadol,68115033015,50,0.1
Tramadol,68115033020,50,0.1
Tramadol,68115033030,50,0.1
Tramadol,68115033040,50,0.1
Tramadol,68115033048,50,0.1
Tramadol,68115033050,50,0.1
Tramadol,68115033060,50,0.1
Tramadol,68115033090,50,0.1
Tramadol,68115033097,50,0.1
Tramadol,68115033099,50,0.1
Tramadol,68115034430,50,0.1
Tramadol,68115034460,50,0.1
Tramadol,68115091700,50,0.1
Tramadol,68382031901,50,0.1
Tramadol,68382031905,50,0.1
Tramadol,68382031910,50,0.1
Tramadol,68387090012,50,0.1
Tramadol,68453082503,50,0.1
Tramadol,68552070101,50,0.1
Tramadol,68552070105,50,0.1
Tramadol,68552070110,50,0.1
Tramadol,69543013610,50,0.1
Tramadol,69543013611,50,0.1
Tramadol,69543013650,50,0.1
Tramadol,76439013610,50,0.1
Tramadol,76439013611,50,0.1
Tramadol,76439013650,50,0.1
Codeine,00121100800,2.4,0.15
Hydrocodone,00121231615,0.5,1
Hydrocodone,00121231640,0.5,1
Hydrocodone,50436217101,2.5,1
Hydrocodone,50436217102,2.5,1
Hydrocodone,51862058501,5,1
Hydrocodone,65162067510,5,1
Hydrocodone,65162067550,5,1
Hydrocodone,43386035601,5,1
Hydrocodone,43386035701,7.5,1
Meperidine,30698033701,100,0.1
Methadone,00904653061,10,3
Methadone,60687021401,5,3
Methadone,60687021411,5,3
Methadone,66689069579,10,3
Morphine,55700055260,50,1
Oxycodone,55700043160,20,1.5
Oxycodone,55700043730,10,1.5
Oxycodone,55700044330,40,1.5
Oxycodone,55700046290,60,1.5
Oxycodone,00904659061,10,1.5
Oxycodone,00904659161,30,1.5
Oxycodone,31722091701,15,1.5
Oxycodone,31722091705,15,1.5
Oxycodone,31722091801,30,1.5
Oxycodone,31722091805,30,1.5
Oxycodone,55700044730,5,1.5
Oxycodone,55700044830,7.5,1.5
Oxycodone,55700050901,20,1.5
Oxycodone,55700050930,20,1.5
Oxycodone,60760085530,15,1.5
Oxycodone,61919004860,30,1.5
Oxycodone,62559015230,20,1.5
Oxycodone,63739017710,10,1.5
Oxycodone,68094000559,15,1.5
Oxycodone,68094000561,15,1.5
Oxycodone,68094000659,30,1.5
Oxycodone,68094000661,30,1.5
Oxycodone,62559016701,5,1.5
Tramadol,43063078230,37.5,0.1
Tramadol,43063078260,37.5,0.1
Tramadol,60429058801,50,0.1
Tramadol,43063078220,37.5,0.1
Tramadol,55289071910,50,0.1
Hydrocodone,00044073016,1,1
Hydrocodone,00056023516,1,1
Hydrocodone,00095006516,1,1
Hydrocodone,00121060916,1,1
Hydrocodone,00121076916,1,1
Hydrocodone,00131513464,1,1
Hydrocodone,00131513470,1,1
Hydrocodone,00144064116,1,1
Hydrocodone,00182015840,1,1
Hydrocodone,00182015940,1,1
Hydrocodone,00225042045,1,1
Hydrocodone,00254949458,1,1
Hydrocodone,00364251716,1,1
Hydrocodone,00405009516,1,1
Hydrocodone,00472007716,1,1
Hydrocodone,00536266085,1,1
Hydrocodone,00536270485,1,1
Hydrocodone,00551018801,1,1
Hydrocodone,00551020001,1,1
Hydrocodone,00603185354,1,1
Hydrocodone,00603185358,1,1
Hydrocodone,00839785569,1,1
Hydrocodone,00904788816,1,1
Hydrocodone,12830071116,1,1
Hydrocodone,23490568700,1,1
Hydrocodone,23490568701,1,1
Hydrocodone,23490568704,1,1
Hydrocodone,51285073457,1,1
Hydrocodone,52544051916,1,1
Hydrocodone,54092014101,1,1
Hydrocodone,54569428100,1,1
Hydrocodone,55053043216,1,1
Hydrocodone,55053077016,1,1
Hydrocodone,55887033604,1,1
Hydrocodone,58016418404,1,1
Hydrocodone,58016418416,1,1
Hydrocodone,58016568001,1,1
Hydrocodone,58177088103,1,1
Hydrocodone,58177088107,1,1
Hydrocodone,58177088112,1,1
Hydrocodone,58634003201,1,1
Hydrocodone,59702000516,1,1
Hydrocodone,59743002016,1,1
Hydrocodone,60258073016,1,1
Hydrocodone,60432011208,1,1
Hydrocodone,60432011216,1,1
Hydrocodone,61646050316,1,1
Hydrocodone,62175012270,1,1
Hydrocodone,63481023516,1,1
Hydrocodone,63874029812,1,1
Codeine,00045050816,2.4,0.15
Codeine,00182107837,2.4,0.15
Codeine,00182107840,2.4,0.15
Codeine,00405001216,2.4,0.15
Codeine,00603102058,2.4,0.15
Codeine,00677099633,2.4,0.15
Codeine,00781605216,2.4,0.15
Codeine,00839678669,2.4,0.15
Codeine,00904017316,2.4,0.15
Codeine,00904017328,2.4,0.15
Codeine,00904777516,2.4,0.15
Codeine,00904777528,2.4,0.15
Codeine,46672056116,2.4,0.15
Codeine,49999032304,2.4,0.15
Codeine,52959014103,2.4,0.15
Codeine,52959014104,2.4,0.15
Codeine,52959141603,2.4,0.15
Codeine,54569401400,2.4,0.15
Codeine,54569401401,2.4,0.15
Codeine,54868037801,2.4,0.15
Codeine,54868037802,2.4,0.15
Codeine,55175307301,2.4,0.15
Codeine,55175307302,2.4,0.15
Codeine,55175307306,2.4,0.15
Codeine,58016026818,2.4,0.15
Codeine,58016200804,2.4,0.15
Codeine,60346087704,2.4,0.15
Codeine,60432024504,2.4,0.15
Codeine,60432024516,2.4,0.15
Codeine,63874026612,2.4,0.15
Codeine,63874026638,2.4,0.15
Codeine,63874026690,2.4,0.15
Codeine,66267099704,2.4,0.15
Codeine,68115099904,2.4,0.15
Hydrocodone,00372000404,1,1
Hydrocodone,00372000408,1,1
Hydrocodone,00372000416,1,1
Hydrocodone,00372000428,1,1
Hydrocodone,00372000504,1,1
Hydrocodone,00372000508,1,1
Hydrocodone,00372000516,1,1
Hydrocodone,00372000528,1,1
Hydrocodone,00121068416,0.5,1
Hydrocodone,00277017134,0.5,1
Hydrocodone,00277017141,0.5,1
Hydrocodone,00642046016,0.5,1
Hydrocodone,51991021216,0.5,1
Hydrocodone,60258078216,0.5,1
Hydrocodone,00254910258,0.5,1
Hydrocodone,00525071116,0.5,1
Hydrocodone,00603118258,0.5,1
Hydrocodone,12463012316,0.5,1
Hydrocodone,50474061016,0.5,1
Hydrocodone,50474061028,0.5,1
Hydrocodone,58016418104,0.5,1
Hydrocodone,58016418116,0.5,1
Hydrocodone,58177089007,0.5,1
Hydrocodone,59441043904,0.5,1
Hydrocodone,59441043916,0.5,1
Hydrocodone,59743005616,0.5,1
Hydrocodone,60258071516,0.5,1
Hydrocodone,61570000516,0.5,1
Hydrocodone,00182116440,1,1
Hydrocodone,00217283211,1,1
Hydrocodone,00364725816,1,1
Hydrocodone,00472095716,1,1
Hydrocodone,00482018616,1,1
Hydrocodone,00485004216,1,1
Hydrocodone,00536054285,1,1
Hydrocodone,00556045516,1,1
Hydrocodone,00556045528,1,1
Hydrocodone,00603113158,1,1
Hydrocodone,00904096516,1,1
Hydrocodone,00904096528,1,1
Hydrocodone,50991092516,1,1
Hydrocodone,51285071957,1,1
Hydrocodone,51674000207,1,1
Hydrobrom,52349043001,1,1
Hydrocodone,52349045016,1,1
Hydrocodone,55053078016,1,1
Hydrocodone,58809092901,1,1
Hydrocodone,60793002516,1,1
Hydrocodone,00482018210,5,1
Hydrocodone,59441014201,5,1
Hydromorphone,00044108001,0.2,4
Hydrocodone,61570010116,0.3333333333333333,1
Hydrocodone,00121065504,0.5,1
Hydrocodone,00121065515,0.5,1
Hydrocodone,00121065516,0.5,1
Hydrocodone,00406037516,0.5,1
Hydrocodone,00603129558,0.5,1
Hydrocodone,21695081616,0.5,1
Hydrocodone,23490708500,0.5,1
Hydrocodone,50474090916,0.5,1
Hydrocodone,54569580000,0.5,1
Hydrocodone,54868290800,0.5,1
Hydrocodone,58177090907,0.5,1
Hydrocodone,60258072016,0.5,1
Hydrocodone,66689002150,0.5,1
Codeine,00603254928,30,0.15
Codeine,00839668906,30,0.15
Codeine,00024150906,1,0.15
Codeine,00904123916,1,0.15
Codeine,00904123928,1,0.15
Codeine,55053061016,1,0.15
Codeine,00254935953,2,0.15
Codeine,00254935958,2,0.15
Codeine,49999072104,2,0.15
Codeine,00037052266,2,0.15
Codeine,00037052268,2,0.15
Codeine,00068102704,2,0.15
Codeine,00068102716,2,0.15
Codeine,00135010836,2,0.15
Codeine,00135010842,2,0.15
Codeine,00182157337,2,0.15
Codeine,00182157340,2,0.15
Codeine,00182157341,2,0.15
Codeine,00223613101,2,0.15
Codeine,00223613102,2,0.15
Codeine,00223613103,2,0.15
Codeine,00364738416,2,0.15
Codeine,00472163904,2,0.15
Codeine,00472163908,2,0.15
Codeine,00472163916,2,0.15
Codeine,00472163928,2,0.15
Codeine,00536192085,2,0.15
Codeine,00536192097,2,0.15
Codeine,00556033204,2,0.15
Codeine,00556033216,2,0.15
Codeine,00556033228,2,0.15
Codeine,00603152054,2,0.15
Codeine,00603152058,2,0.15
Codeine,00677082033,2,0.15
Codeine,00781676004,2,0.15
Codeine,00781676016,2,0.15
Codeine,00839669465,2,0.15
Codeine,00839669469,2,0.15
Codeine,00904092216,2,0.15
Codeine,00904092220,2,0.15
Codeine,00904092228,2,0.15
Codeine,50383008404,2,0.15
Codeine,50383008416,2,0.15
Codeine,50732063404,2,0.15
Codeine,50732063416,2,0.15
Codeine,50732063428,2,0.15
Codeine,54868390800,2,0.15
Codeine,60258065004,2,0.15
Codeine,60432058404,2,0.15
Codeine,60432058416,2,0.15
Hydrocodone,00372004808,0.5,1
Hydrocodone,00372004816,0.5,1
Hydrocodone,00372004828,0.5,1
Hydrocodone,00144065116,0.33399999999999996,1
Hydrocodone,00182027240,0.33399999999999996,1
Hydrocodone,00254940758,0.33399999999999996,1
Hydrocodone,00254940762,0.33399999999999996,1
Hydrocodone,00405004816,0.33399999999999996,1
Hydrocodone,00485005216,0.33399999999999996,1
Hydrocodone,00536265085,0.33399999999999996,1
Hydrocodone,00551018301,0.33399999999999996,1
Hydrocodone,00603162158,0.33399999999999996,1
Hydrocodone,00603162160,0.33399999999999996,1
Hydrocodone,00677190833,0.33399999999999996,1
Hydrocodone,00785620016,0.33399999999999996,1
Hydrocodone,00904354216,0.33399999999999996,1
Hydrocodone,12463020016,0.33399999999999996,1
Hydrocodone,12463030016,0.33399999999999996,1
Hydrocodone,50732085516,0.33399999999999996,1
Hydrocodone,50732085528,0.33399999999999996,1
Hydrocodone,51285072657,0.33399999999999996,1
Hydrocodone,51991022516,0.33399999999999996,1
Hydrocodone,52349040016,0.33399999999999996,1
